ID,state
555,RSK -- cMYC -- TCF -- CCND1
556,RSK -- cMYC -- TCF -- CCND1
557,RSK -- cMYC -- TCF -- CCND1
558,RSK -- cMYC -- TCF -- CCND1
559,RSK -- cMYC -- TCF -- CCND1
560,RSK -- cMYC -- TCF -- CCND1
561,RSK -- cMYC -- TCF -- CCND1
562,RSK -- cMYC -- TCF -- CCND1
563,RSK -- cMYC -- TCF -- CCND1
564,RSK -- cMYC -- TCF -- CCND1
565,RSK -- cMYC -- TCF -- CCND1
566,RSK -- cMYC -- TCF -- CCND1
567,RSK -- cMYC -- TCF -- CCND1
568,RSK -- cMYC -- TCF -- CCND1
569,RSK -- cMYC -- TCF -- CCND1
570,RSK -- cMYC -- TCF -- CCND1
571,RSK -- cMYC -- TCF -- CCND1
572,RSK -- cMYC -- TCF -- CCND1
573,RSK -- cMYC -- TCF -- CCND1
574,RSK -- cMYC -- TCF -- CCND1
575,RSK -- cMYC -- TCF -- CCND1
576,RSK -- cMYC -- TCF -- CCND1
577,RSK -- cMYC -- TCF -- CCND1
578,RSK -- cMYC -- TCF -- CCND1
579,RSK -- cMYC -- TCF -- CCND1
580,RSK -- cMYC -- TCF -- CCND1
581,RSK -- cMYC -- TCF -- CCND1
582,RSK -- cMYC -- TCF -- CCND1
583,RSK -- cMYC -- TCF -- CCND1
584,RSK -- cMYC -- TCF -- CCND1
585,RSK -- cMYC -- TCF -- CCND1
586,RSK -- cMYC -- TCF -- CCND1
587,RSK -- cMYC -- TCF -- CCND1
588,RSK -- cMYC -- TCF -- CCND1
589,RSK -- cMYC -- TCF -- CCND1
590,RSK -- cMYC -- TCF -- CCND1
591,RSK -- cMYC -- TCF -- CCND1
592,RSK -- cMYC -- TCF -- CCND1
593,RSK -- cMYC -- TCF -- CCND1
594,RSK -- cMYC -- TCF -- CCND1
595,RSK -- cMYC -- TCF -- CCND1
596,RSK -- cMYC -- TCF -- CCND1
597,RSK -- cMYC -- TCF -- CCND1
598,RSK -- cMYC -- TCF -- CCND1
599,RSK -- cMYC -- TCF -- CCND1
600,RSK -- cMYC -- TCF -- CCND1
601,RSK -- cMYC -- TCF -- CCND1
602,RSK -- cMYC -- TCF -- CCND1
603,RSK -- cMYC -- TCF -- CCND1
604,RSK -- cMYC -- TCF -- CCND1
605,RSK -- cMYC -- TCF -- CCND1
606,RSK -- cMYC -- TCF -- CCND1
