ID,state
6018,Glycolysis -- Invasion -- Migration -- Proliferation
156,Glycolysis -- Invasion -- Migration -- Proliferation
2912,Glycolysis -- Invasion -- Migration -- Proliferation
158,Glycolysis -- Invasion -- Migration -- Proliferation
159,Glycolysis -- Invasion -- Migration -- Proliferation
2031,Glycolysis -- Invasion -- Migration -- Proliferation
161,Glycolysis -- Invasion -- Migration -- Proliferation
162,Glycolysis -- Invasion -- Migration -- Proliferation
5415,Glycolysis -- Invasion -- Migration -- Proliferation
164,Glycolysis -- Invasion -- Proliferation
2283,Glycolysis -- Invasion -- Proliferation
1313,Glycolysis -- Invasion -- Migration -- Proliferation
167,Glycolysis -- Invasion -- Migration -- Proliferation
168,Glycolysis -- Invasion -- Migration -- Proliferation
169,Glycolysis -- Invasion -- Migration -- Proliferation
1869,Glycolysis -- Invasion -- Migration -- Proliferation
2051,Glycolysis -- Invasion -- Migration -- Proliferation
172,Glycolysis -- Invasion -- Proliferation
3344,Glycolysis -- Invasion -- Migration -- Proliferation
174,Glycolysis -- Invasion -- Migration -- Proliferation
175,Glycolysis -- Invasion -- Migration -- Proliferation
176,Glycolysis -- Invasion -- Migration -- Proliferation
177,Glycolysis -- Invasion -- Migration -- Proliferation
3411,Glycolysis -- Invasion -- Migration -- Proliferation
179,Glycolysis -- Invasion -- Proliferation
4164,Glycolysis -- Invasion -- Migration -- Proliferation
2693,Glycolysis -- Invasion -- Migration -- Proliferation
182,Glycolysis -- Invasion -- Migration -- Proliferation
5762,Glycolysis -- Invasion -- Migration -- Proliferation
184,Glycolysis -- Invasion -- Migration -- Proliferation
185,Glycolysis -- Invasion -- Migration -- Proliferation
186,Glycolysis -- Invasion -- Migration -- Proliferation
187,Glycolysis -- Invasion -- Migration -- Proliferation
188,Glycolysis -- Invasion -- Migration -- Proliferation
189,Glycolysis -- Invasion -- Migration -- Proliferation
190,Glycolysis -- Invasion -- Migration -- Proliferation
191,Glycolysis -- Invasion -- Migration -- Proliferation
192,Glycolysis -- Invasion -- Migration -- Proliferation
193,Glycolysis -- Invasion -- Proliferation
194,Glycolysis -- Invasion -- Migration -- Proliferation
195,Glycolysis -- Invasion -- Migration -- Proliferation
4445,Glycolysis -- Invasion -- Migration -- Proliferation
5198,Glycolysis -- Invasion -- Migration -- Proliferation
198,Glycolysis -- Invasion -- Migration -- Proliferation
199,Glycolysis -- Invasion -- Migration -- Proliferation
200,Glycolysis -- Invasion -- Proliferation
201,Glycolysis -- Invasion -- Migration -- Proliferation
202,Glycolysis -- Invasion -- Migration -- Proliferation
203,Glycolysis -- Invasion -- Migration -- Proliferation
204,Glycolysis -- Invasion -- Proliferation
2824,Glycolysis -- Invasion -- Migration -- Proliferation
3473,Glycolysis -- Invasion -- Migration -- Proliferation
207,Glycolysis -- Invasion -- Migration -- Proliferation
2227,Glycolysis -- Invasion -- Migration -- Proliferation
209,Glycolysis -- Invasion -- Migration -- Proliferation
210,Glycolysis -- Invasion -- Migration -- Proliferation
5356,Glycolysis -- Invasion -- Migration -- Proliferation
212,Glycolysis -- Invasion -- Migration -- Proliferation
213,Glycolysis -- Invasion -- Migration -- Proliferation
214,Glycolysis -- Invasion -- Migration -- Proliferation
215,Glycolysis -- Invasion -- Migration -- Proliferation
216,Glycolysis -- Invasion -- Proliferation
217,Glycolysis -- Invasion -- Migration -- Proliferation
4948,Glycolysis -- Invasion -- Migration -- Proliferation
219,Glycolysis -- Invasion -- Migration -- Proliferation
2600,Glycolysis -- Invasion -- Migration -- Proliferation
1895,Glycolysis -- Invasion -- Migration -- Proliferation
5736,Glycolysis -- Invasion -- Migration -- Proliferation
2642,Glycolysis -- Invasion -- Migration -- Proliferation
3346,Glycolysis -- Invasion -- Migration -- Proliferation
2610,Glycolysis -- Invasion -- Migration -- Proliferation
1885,Glycolysis -- Invasion -- Migration -- Proliferation
227,Glycolysis -- Invasion -- Migration -- Proliferation
228,Glycolysis -- Invasion -- Migration -- Proliferation
3540,Glycolysis -- Invasion -- Migration -- Proliferation
230,Glycolysis -- Invasion -- Migration -- Proliferation
231,Glycolysis -- Invasion -- Migration -- Proliferation
7456,Glycolysis -- Invasion -- Migration -- Proliferation
1500,Glycolysis -- Invasion -- Migration -- Proliferation
234,Glycolysis -- Invasion -- Proliferation
235,Glycolysis -- Invasion -- Migration -- Proliferation
1575,Glycolysis -- Invasion -- Migration -- Proliferation
237,Glycolysis -- Invasion -- Migration -- Proliferation
238,Glycolysis -- Invasion -- Migration -- Proliferation
239,Glycolysis -- Invasion -- Migration -- Proliferation
240,Glycolysis -- Invasion -- Migration -- Proliferation
6659,Glycolysis -- Invasion -- Migration -- Proliferation
242,Glycolysis -- Invasion -- Migration -- Proliferation
5344,Glycolysis -- Invasion -- Migration -- Proliferation
244,Glycolysis -- Invasion -- Migration -- Proliferation
2468,Glycolysis -- Invasion -- Migration -- Proliferation
3134,Glycolysis -- Invasion -- Migration -- Proliferation
1669,Glycolysis -- Invasion -- Migration -- Proliferation
248,Glycolysis -- Invasion -- Migration -- Proliferation
2986,Glycolysis -- Invasion -- Migration -- Proliferation
250,Glycolysis -- Invasion -- Migration -- Proliferation
251,Glycolysis -- Invasion -- Migration -- Proliferation
252,Glycolysis -- Invasion -- Migration -- Proliferation
253,Glycolysis -- Invasion -- Migration -- Proliferation
254,Glycolysis -- Invasion -- Migration -- Proliferation
255,Glycolysis -- Invasion -- Migration -- Proliferation
256,Glycolysis -- Invasion -- Migration -- Proliferation
4861,Glycolysis -- Invasion -- Migration -- Proliferation
258,Glycolysis -- Invasion -- Proliferation
259,Glycolysis -- Invasion -- Migration -- Proliferation
2706,Glycolysis -- Invasion -- Migration -- Proliferation
6006,Glycolysis -- Invasion -- Migration -- Proliferation
5147,Glycolysis -- Invasion -- Migration -- Proliferation
2344,Glycolysis -- Invasion -- Migration -- Proliferation
264,Glycolysis -- Invasion -- Migration -- Proliferation
265,Glycolysis -- Invasion -- Migration -- Proliferation
5586,Glycolysis -- Invasion -- Migration -- Proliferation
3415,Glycolysis -- Invasion -- Migration -- Proliferation
268,Glycolysis -- Invasion -- Migration -- Proliferation
269,Glycolysis -- Invasion -- Migration -- Proliferation
270,Glycolysis -- Invasion -- Migration -- Proliferation
271,Glycolysis -- Invasion -- Migration -- Proliferation
272,Glycolysis -- Invasion -- Migration -- Proliferation
1534,Glycolysis -- Invasion -- Proliferation
274,Glycolysis -- Invasion -- Migration -- Proliferation
275,Glycolysis -- Invasion -- Migration -- Proliferation
276,Glycolysis -- Invasion -- Migration -- Proliferation
3772,Glycolysis -- Invasion -- Migration -- Proliferation
278,Glycolysis -- Invasion -- Proliferation
279,Glycolysis -- Invasion -- Migration -- Proliferation
280,Glycolysis -- Invasion -- Migration -- Proliferation
281,Glycolysis -- Invasion -- Migration -- Proliferation
2141,Glycolysis -- Invasion -- Migration -- Proliferation
5673,Glycolysis -- Invasion -- Migration -- Proliferation
3162,Glycolysis -- Invasion -- Migration -- Proliferation
285,Glycolysis -- Invasion -- Migration -- Proliferation
286,Glycolysis -- Invasion -- Migration -- Proliferation
1788,Glycolysis -- Invasion -- Migration -- Proliferation
288,Glycolysis -- Invasion -- Migration -- Proliferation
289,Glycolysis -- Invasion -- Migration -- Proliferation
290,Glycolysis -- Invasion -- Migration -- Proliferation
5775,Glycolysis -- Invasion -- Proliferation
292,Glycolysis -- Invasion -- Migration -- Proliferation
293,Glycolysis -- Invasion -- Migration -- Proliferation
294,Apoptosis -- Invasion
1483,Glycolysis -- Invasion -- Migration -- Proliferation
1595,Glycolysis -- Invasion -- Migration -- Proliferation
1519,Glycolysis -- Invasion -- Migration -- Proliferation
298,Glycolysis -- Invasion -- Migration -- Proliferation
299,Glycolysis -- Invasion -- Migration -- Proliferation
300,Glycolysis -- Invasion -- Migration -- Proliferation
301,Glycolysis -- Invasion -- Migration -- Proliferation
302,Glycolysis -- Invasion -- Migration -- Proliferation
303,Glycolysis -- Invasion -- Migration -- Proliferation
304,Glycolysis -- Invasion -- Migration -- Proliferation
305,Glycolysis -- Invasion -- Migration -- Proliferation
306,Glycolysis -- Invasion -- Migration -- Proliferation
307,Glycolysis -- Invasion -- Migration -- Proliferation
1672,Glycolysis -- Invasion -- Proliferation
2158,Glycolysis -- Invasion -- Migration -- Proliferation
310,Glycolysis -- Invasion -- Migration -- Proliferation
311,Glycolysis -- Invasion -- Migration -- Proliferation
312,Glycolysis -- Invasion -- Migration -- Proliferation
7329,Glycolysis -- Invasion -- Migration -- Proliferation
3266,Glycolysis -- Invasion -- Migration -- Proliferation
315,Glycolysis -- Invasion -- Migration -- Proliferation
3195,Glycolysis -- Invasion -- Migration -- Proliferation
5491,Glycolysis -- Invasion -- Proliferation
318,Glycolysis -- Invasion -- Migration -- Proliferation
3160,Glycolysis -- Invasion -- Migration -- Proliferation
320,Glycolysis -- Invasion -- Migration -- Proliferation
321,Glycolysis -- Invasion -- Migration -- Proliferation
322,Glycolysis -- Invasion -- Migration -- Proliferation
5859,Glycolysis -- Invasion -- Migration -- Proliferation
324,Glycolysis -- Invasion -- Migration -- Proliferation
325,Glycolysis -- Invasion -- Migration -- Proliferation
326,Glycolysis -- Invasion -- Migration -- Proliferation
327,Glycolysis -- Invasion -- Migration -- Proliferation
2678,Glycolysis -- Invasion -- Migration -- Proliferation
329,Glycolysis -- Invasion -- Migration -- Proliferation
2752,Glycolysis -- Invasion -- Migration -- Proliferation
6205,Glycolysis -- Invasion -- Migration -- Proliferation
2235,Glycolysis -- Invasion -- Migration -- Proliferation
333,Glycolysis -- Invasion -- Migration -- Proliferation
1471,Glycolysis -- Invasion -- Migration -- Proliferation
335,Glycolysis -- Invasion -- Migration -- Proliferation
4462,Glycolysis -- Invasion -- Migration -- Proliferation
3524,Glycolysis -- Invasion -- Migration -- Proliferation
2347,Glycolysis -- Invasion -- Migration -- Proliferation
1533,Glycolysis -- Invasion -- Migration -- Proliferation
340,Glycolysis -- Invasion -- Migration -- Proliferation
3620,Glycolysis -- Invasion -- Proliferation
342,Glycolysis -- Invasion -- Migration -- Proliferation
343,Glycolysis -- Invasion -- Migration -- Proliferation
344,Glycolysis -- Invasion -- Migration -- Proliferation
345,Glycolysis -- Invasion -- Proliferation
346,Glycolysis -- Invasion -- Migration -- Proliferation
347,Glycolysis -- Invasion -- Migration -- Proliferation
1528,Glycolysis -- Invasion -- Migration -- Proliferation
349,Glycolysis -- Invasion -- Migration -- Proliferation
2900,Glycolysis -- Invasion -- Migration -- Proliferation
351,Glycolysis -- Invasion -- Migration -- Proliferation
352,Glycolysis -- Invasion -- Proliferation
353,Glycolysis -- Invasion -- Migration -- Proliferation
1305,Glycolysis -- Invasion -- Migration -- Proliferation
3436,Glycolysis -- Invasion -- Migration -- Proliferation
356,Glycolysis -- Invasion -- Migration -- Proliferation
357,Glycolysis -- Invasion -- Migration -- Proliferation
5237,Glycolysis -- Invasion -- Migration -- Proliferation
359,Glycolysis -- Invasion -- Migration -- Proliferation
360,Glycolysis -- Invasion -- Proliferation
361,Glycolysis -- Invasion -- Migration -- Proliferation
362,Glycolysis -- Invasion -- Migration -- Proliferation
2133,Glycolysis -- Invasion -- Migration -- Proliferation
3121,Glycolysis -- Invasion -- Migration -- Proliferation
5866,Glycolysis -- Invasion -- Migration -- Proliferation
366,Glycolysis -- Invasion -- Migration -- Proliferation
4938,Glycolysis -- Invasion -- Migration -- Proliferation
368,Glycolysis -- Invasion -- Migration -- Proliferation
369,Glycolysis -- Invasion -- Migration -- Proliferation
370,Glycolysis -- Invasion -- Migration -- Proliferation
371,Glycolysis -- Invasion -- Migration -- Proliferation
372,Glycolysis -- Invasion -- Migration -- Proliferation
5911,Glycolysis -- Invasion -- Migration -- Proliferation
374,Glycolysis -- Invasion -- Migration -- Proliferation
375,Glycolysis -- Invasion -- Migration -- Proliferation
2172,Glycolysis -- Invasion -- Migration -- Proliferation
377,Glycolysis -- Invasion -- Migration -- Proliferation
6395,Glycolysis -- Invasion -- Migration -- Proliferation
4119,Glycolysis -- Invasion -- Migration -- Proliferation
2026,Glycolysis -- Invasion -- Migration -- Proliferation
381,Glycolysis -- Invasion -- Migration -- Proliferation
3419,Glycolysis -- Invasion -- Migration -- Proliferation
383,Glycolysis -- Invasion -- Migration -- Proliferation
6832,Glycolysis -- Invasion -- Migration -- Proliferation
385,Glycolysis -- Invasion -- Migration -- Proliferation
386,Glycolysis -- Invasion -- Migration -- Proliferation
2005,Glycolysis -- Invasion -- Migration -- Proliferation
388,Glycolysis -- Invasion -- Migration -- Proliferation
389,Glycolysis -- Invasion -- Migration -- Proliferation
3688,Glycolysis -- Invasion -- Migration -- Proliferation
391,Glycolysis -- Invasion -- Migration -- Proliferation
2210,Glycolysis -- Invasion -- Migration -- Proliferation
4533,Glycolysis -- Invasion -- Migration -- Proliferation
6699,Glycolysis -- Invasion -- Proliferation
2881,Glycolysis -- Invasion -- Migration -- Proliferation
396,Glycolysis -- Invasion -- Migration -- Proliferation
1751,Glycolysis -- Invasion -- Migration -- Proliferation
5164,Glycolysis -- Invasion -- Migration -- Proliferation
399,Glycolysis -- Invasion -- Migration -- Proliferation
1593,Glycolysis -- Invasion -- Migration -- Proliferation
401,Glycolysis -- Invasion -- Migration -- Proliferation
402,Glycolysis -- Invasion -- Migration -- Proliferation
403,Glycolysis -- Invasion -- Migration -- Proliferation
5371,Glycolysis -- Invasion -- Proliferation
405,Glycolysis -- Invasion -- Migration -- Proliferation
1321,Glycolysis -- Invasion -- Migration -- Proliferation
2553,Glycolysis -- Invasion -- Migration -- Proliferation
408,Glycolysis -- Invasion -- Migration -- Proliferation
1914,Glycolysis -- Invasion -- Migration -- Proliferation
410,Glycolysis -- Invasion -- Migration -- Proliferation
2377,Glycolysis -- Invasion -- Migration -- Proliferation
2018,Glycolysis -- Invasion -- Migration -- Proliferation
413,Glycolysis -- Invasion -- Migration -- Proliferation
2772,Glycolysis -- Invasion -- Migration -- Proliferation
415,Glycolysis -- Invasion -- Migration -- Proliferation
416,Glycolysis -- Invasion -- Migration -- Proliferation
417,Glycolysis -- Invasion -- Migration -- Proliferation
418,Glycolysis -- Invasion -- Migration -- Proliferation
419,Glycolysis -- Invasion -- Migration -- Proliferation
1994,Glycolysis -- Invasion -- Migration -- Proliferation
421,Glycolysis -- Invasion -- Migration -- Proliferation
422,Glycolysis -- Invasion -- Migration -- Proliferation
4239,Glycolysis -- Invasion -- Migration -- Proliferation
1577,Glycolysis -- Invasion -- Migration -- Proliferation
425,Glycolysis -- Invasion -- Migration -- Proliferation
5664,Glycolysis -- Invasion -- Migration -- Proliferation
427,Glycolysis -- Invasion -- Migration -- Proliferation
428,Glycolysis -- Invasion -- Migration -- Proliferation
429,Glycolysis -- Invasion -- Migration -- Proliferation
430,Glycolysis -- Invasion -- Migration -- Proliferation
431,Glycolysis -- Invasion -- Migration -- Proliferation
4041,Glycolysis -- Invasion -- Migration -- Proliferation
7312,Glycolysis -- Invasion -- Migration -- Proliferation
434,Glycolysis -- Invasion -- Migration -- Proliferation
2404,Glycolysis -- Invasion -- Migration -- Proliferation
5553,Glycolysis -- Invasion -- Migration -- Proliferation
437,Glycolysis -- Invasion -- Migration -- Proliferation
438,Glycolysis -- Invasion -- Migration -- Proliferation
439,Glycolysis -- Invasion -- Migration -- Proliferation
5593,Glycolysis -- Invasion -- Migration -- Proliferation
441,Glycolysis -- Invasion -- Migration -- Proliferation
442,Glycolysis -- Invasion -- Migration -- Proliferation
4268,Glycolysis -- Invasion -- Migration -- Proliferation
444,Glycolysis -- Invasion -- Migration -- Proliferation
445,Glycolysis -- Invasion -- Migration -- Proliferation
446,Glycolysis -- Invasion -- Migration -- Proliferation
447,Glycolysis -- Invasion -- Migration -- Proliferation
6955,Glycolysis -- Invasion -- Migration -- Proliferation
449,Glycolysis -- Invasion -- Migration -- Proliferation
450,Glycolysis -- Invasion -- Migration -- Proliferation
3467,Glycolysis -- Invasion -- Migration -- Proliferation
452,Glycolysis -- Invasion -- Migration -- Proliferation
453,Glycolysis -- Invasion -- Migration -- Proliferation
454,Glycolysis -- Invasion -- Proliferation
2120,Glycolysis -- Invasion -- Migration -- Proliferation
1838,Glycolysis -- Invasion -- Migration -- Proliferation
5657,Glycolysis -- Invasion -- Migration -- Proliferation
458,Glycolysis -- Invasion -- Migration -- Proliferation
459,Glycolysis -- Invasion -- Migration -- Proliferation
460,Glycolysis -- Invasion -- Migration -- Proliferation
6952,Glycolysis -- Invasion -- Migration -- Proliferation
462,Glycolysis -- Invasion -- Migration -- Proliferation
463,Glycolysis -- Invasion -- Migration -- Proliferation
464,Glycolysis -- Invasion -- Migration -- Proliferation
465,Glycolysis -- Invasion -- Migration -- Proliferation
3723,Glycolysis -- Invasion -- Migration -- Proliferation
2108,Glycolysis -- Invasion -- Migration -- Proliferation
3525,Glycolysis -- Invasion -- Migration -- Proliferation
469,Glycolysis -- Invasion -- Migration -- Proliferation
470,Glycolysis -- Invasion -- Migration -- Proliferation
2475,Glycolysis -- Invasion -- Migration -- Proliferation
4351,Glycolysis -- Invasion -- Migration -- Proliferation
473,Glycolysis -- Invasion -- Migration -- Proliferation
474,Glycolysis -- Invasion -- Migration -- Proliferation
5117,Glycolysis -- Invasion -- Migration -- Proliferation
4538,Glycolysis -- Invasion -- Proliferation
477,Glycolysis -- Invasion -- Migration -- Proliferation
478,Glycolysis -- Invasion -- Migration -- Proliferation
5807,Glycolysis -- Invasion -- Migration -- Proliferation
480,Glycolysis -- Invasion -- Migration -- Proliferation
481,Glycolysis -- Invasion -- Migration -- Proliferation
6731,Glycolysis -- Invasion -- Migration -- Proliferation
5876,Glycolysis -- Invasion -- Migration -- Proliferation
5055,Glycolysis -- Invasion -- Migration -- Proliferation
485,Glycolysis -- Invasion -- Migration -- Proliferation
4223,Glycolysis -- Invasion -- Migration -- Proliferation
487,Glycolysis -- Invasion -- Migration -- Proliferation
488,Glycolysis -- Invasion -- Migration -- Proliferation
489,Glycolysis -- Invasion -- Migration -- Proliferation
490,Glycolysis -- Invasion -- Migration -- Proliferation
1955,Glycolysis -- Invasion -- Migration -- Proliferation
492,Glycolysis -- Invasion -- Migration -- Proliferation
493,Glycolysis -- Invasion -- Migration -- Proliferation
494,Glycolysis -- Invasion -- Migration -- Proliferation
495,Glycolysis -- Invasion -- Migration -- Proliferation
496,Glycolysis -- Invasion -- Migration -- Proliferation
497,Glycolysis -- Invasion -- Migration -- Proliferation
5806,Glycolysis -- Invasion -- Migration -- Proliferation
499,Glycolysis -- Invasion -- Migration -- Proliferation
500,Glycolysis -- Invasion -- Migration -- Proliferation
501,Glycolysis -- Invasion -- Migration -- Proliferation
502,Glycolysis -- Invasion -- Migration -- Proliferation
1917,Glycolysis -- Invasion -- Migration -- Proliferation
504,Glycolysis -- Invasion -- Migration -- Proliferation
505,Glycolysis -- Invasion -- Migration -- Proliferation
506,Glycolysis -- Invasion -- Migration -- Proliferation
1531,Glycolysis -- Invasion -- Migration -- Proliferation
508,Glycolysis -- Invasion -- Migration -- Proliferation
509,Glycolysis -- Invasion -- Migration -- Proliferation
510,Glycolysis -- Invasion -- Migration -- Proliferation
511,Glycolysis -- Invasion -- Migration -- Proliferation
512,Glycolysis -- Invasion -- Proliferation
513,Glycolysis -- Invasion -- Migration -- Proliferation
514,Glycolysis -- Invasion -- Migration -- Proliferation
4525,Glycolysis -- Invasion -- Migration -- Proliferation
516,Glycolysis -- Invasion -- Proliferation
1925,Glycolysis -- Invasion -- Migration -- Proliferation
518,Glycolysis -- Invasion -- Migration -- Proliferation
