ID,K_half_apoptosis,K_half_growth,activation_threshold,akt_node,anti_akt_node,anti_mek_node,anti_pi3k_node,anti_tak1_node,apoptosis_rate_basal,attachment_elastic_constant,attachment_rate,basal_growth_rate,calcification_rate,calcified_fraction,cell_BM_adhesion_strength,cell_BM_repulsion_strength,cell_cell_adhesion_strength,cell_cell_repulsion_strength,cell_count_voxel,cell_density_micron3,cell_type,chemotaxis_direction,chemotaxis_index,contact_with_basement_membrane,current_cycle_phase_exit_rate,current_death_model,current_phase,cycle_model,cytoplasmic_biomass_change_rate,cytoplasmic_volume,damage,damage_rate,dead,dead_phagocytosis_rate,death_rates_0,death_rates_1,default_attack_rates,default_cell_adhesion_affinities,default_fusion_rates,default_live_phagocytosis_rates,default_transformation_rates,detachment_rate,drug_X,drug_X_Hill_coeff,drug_X_chemotactic_sensitivities,drug_X_decay_rate,drug_X_diffusion_coefficient,drug_X_external_density,drug_X_fraction_released_at_death,drug_X_fraction_transferred_when_ingested,drug_X_half_max,drug_X_internal_density,drug_X_internalized_total_substrates,drug_X_net_export_rates,drug_X_permeability,drug_X_saturation_densities,drug_X_secretion_rates,drug_X_uptake_rates,drug_Y,drug_Y_Hill_coeff,drug_Y_chemotactic_sensitivities,drug_Y_decay_rate,drug_Y_diffusion_coefficient,drug_Y_external_density,drug_Y_fraction_released_at_death,drug_Y_fraction_transferred_when_ingested,drug_Y_half_max,drug_Y_internal_density,drug_Y_internalized_total_substrates,drug_Y_net_export_rates,drug_Y_permeability,drug_Y_saturation_densities,drug_Y_secretion_rates,drug_Y_uptake_rates,elapsed_time_in_phase,fluid_change_rate,fluid_fraction,hill_coeff_apoptosis,hill_coeff_growth,hill_coeff_pressure,is_motile,max_apoptosis_rate,maximum_number_of_attachments,mek_node,mesh_center_m,mesh_center_n,mesh_center_p,migration_bias,migration_bias_direction_vectorlength,migration_bias_direction_x,migration_bias_direction_y,migration_bias_direction_z,migration_speed,motility_vector_vectorlength,motility_vector_x,motility_vector_y,motility_vector_z,mutation_rate,nuclear_biomass_change_rate,nuclear_radius,nuclear_volume,number_of_nuclei,orientation_vectorlength,orientation_x,orientation_y,orientation_z,oxygen,oxygen_chemotactic_sensitivities,oxygen_decay_rate,oxygen_diffusion_coefficient,oxygen_external_density,oxygen_fraction_released_at_death,oxygen_fraction_transferred_when_ingested,oxygen_internal_density,oxygen_internalized_total_substrates,oxygen_net_export_rates,oxygen_saturation_densities,oxygen_secretion_rates,oxygen_uptake_rates,persistence_time,pi3k_node,polarity,position_vectorlength,position_x,position_y,position_z,pressure,pressure_half,radius,reactivation_rate,relative_maximum_adhesion_distance,runtime,sample,state,state_nil,surface_area,tak1_node,target_fluid_fraction,target_solid_cytoplasmic,target_solid_nuclear,time,total_attack_time,total_volume,velocity_vectorlength,velocity_x,velocity_y,velocity_z,voxel_i,voxel_j,voxel_k,w1_apoptosis,w1_growth,w2_apoptosis,w2_growth,xmlfile,node_CCND1,node_Caspase37,node_Caspase8,node_Caspase9,node_FOXO,node_RSK,node_TCF,node_cMYC,node_anti_MEK,node_anti_PI3K
1,0.0193,0.0585,0.0,1.0,0.0,0.0,0.0,0.0,5.31667e-05,0.01,0.0,0.00209,0.0,0.0,4.0,100.0,0.4,10.0,2,0.00025,default,1.0,0,False,0.001937984496124031,0,apoptotic,apoptosis_death_model,0.0166667,25.595926997921765,0.0,1.0,True,0.0,0.00021979189,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001749810237703791,5.503406625769999,0.0,0.0,600.0,0.00017498201738657795,0.0,0.0,3.3857220000000006e-05,2.0180137111777667e-06,0.005033264298775475,0.0,0.00021979189,0.0,0.0,0.0,0.09998915377842241,5.0,0.0,0.0,600.0,0.09998971233629804,0.0,0.0,0.005,0.0011531506574851355,2.8761509415151205,0.0,0.1,0.0,0.0,0.0,173.99999999984175,0.05,0.0011405691357647219,3.6787,6.9505,6.9583485811,False,0.0098,12,1.0,10.0,10.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00583333,2.2829583132205973,49.840518688419486,1,1.0,0.0,0.0,1.0,30.595516674586808,0.0,0.1,100000.0,0.0,0.0,0.0,0.0,1064695966.4400464,0.0,38.0,0.0,1.0,1.0,1.0,1.0,17.256503030449778,17.247304510784886,0.563368398281021,0.0,0.0,4.7920543763,2.6211841679303,0.0,1.25,0.5652194500000001,1.0,RSK -- cMYC -- TCF -- CCND1,False,86.33858689819523,1.0,0.0,0.0,0.0,1600.0,0.0,75.43644568634124,0.0,0.0,0.0,0.0,30,30,0,0.1092,0.2215,0.3765,0.2574,output00000040.xml,True,,,,,True,True,True,,
2,0.0193,0.0585,0.0,1.0,0.0,0.0,0.0,0.0,5.31667e-05,0.01,0.0,0.00209,0.0,0.0,4.0,100.0,0.4,10.0,1,0.000125,default,1.0,0,False,0.00017261565132730642,0,live,live_cells_cycle_model,0.0045,1954.0,0.0,1.0,False,0.0,0.00021979189,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00017498103149083164,5.503406625769999,0.0,0.0,600.0,0.00017498107318759,0.0,0.0,3.3857220000000006e-05,4.333994103797807e-06,0.010809314868938576,-3.335740668465779e-05,0.00021979189,0.0,0.0,0.0,0.09998915848979459,5.0,0.0,0.0,600.0,0.09998918231651309,0.0,0.0,0.005,0.0024765679667083256,6.1767511227186125,-0.019061374804742136,0.1,0.0,0.0,0.0,1601.9999999986935,0.05,0.75,3.6787,6.9505,6.9583485811,False,0.0098,12,1.0,-10.0,-10.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0055,5.051670902881888,540.0,1,1.0,0.0,0.0,1.0,30.61820150638474,0.0,0.1,100000.0,0.0,0.0,0.0,0.0,1214970017.5682974,0.0,38.0,0.0,10.0,1.0,1.0,1.0,14.801682035083067,-14.068537470790533,-4.6006569640284525,0.0,0.17691574326670945,4.7920543763,8.412710547954227,0.0,1.25,0.5652194500000001,1.0,RSK -- cMYC -- TCF -- CCND1,False,889.3685284131697,1.0,0.75,488.5,135.0,1600.0,0.0,2494.0,0.0,0.0,0.0,0.0,29,29,0,0.1092,0.2215,0.3765,0.2574,output00000040.xml,True,,,,,True,True,True,,
3,0.0193,0.0585,0.0,1.0,0.0,0.0,0.0,0.0,5.31667e-05,0.01,0.0,0.00209,0.0,0.0,4.0,100.0,0.4,10.0,2,0.00025,default,1.0,0,False,0.0001724512771243977,0,live,live_cells_cycle_model,0.0045,1954.0,0.0,1.0,False,0.0,0.00021979189,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001749810237703791,5.503406625769999,0.0,0.0,600.0,0.00017498106546714028,0.0,0.0,3.3857220000000006e-05,4.3339748713547505e-06,0.010809266903248098,-3.3357408934976084e-05,0.00021979189,0.0,0.0,0.0,0.09998915377842241,5.0,0.0,0.0,600.0,0.09998917760514245,0.0,0.0,0.005,0.0024765569761306303,6.176723712230114,-0.01906137603217635,0.1,0.0,0.0,0.0,1601.9999999986935,0.05,0.75,3.6787,6.9505,6.9583485811,False,0.0098,12,1.0,10.0,10.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0055,5.051670902881888,540.0,1,1.0,0.0,0.0,1.0,30.595516674586808,0.0,0.1,100000.0,0.0,0.0,0.0,0.0,1201180893.1966956,0.0,38.0,0.0,10.0,1.0,1.0,1.0,16.625896737513315,9.202139196039974,13.847060213025747,0.0,0.3417301026727778,4.7920543763,8.412710547954227,0.0,1.25,0.5652194500000001,1.0,RSK -- cMYC -- TCF -- CCND1,False,889.3685284131697,1.0,0.75,488.5,135.0,1600.0,0.0,2494.0,0.0,0.0,0.0,0.0,30,30,0,0.1092,0.2215,0.3765,0.2574,output00000040.xml,True,,,,,True,True,True,,
16,0.0193,0.0585,0.0,1.0,0.0,0.0,0.0,0.0,5.31667e-05,0.01,0.0,0.00209,0.0,0.0,4.0,100.0,0.4,10.0,1,0.000125,default,1.0,0,False,0.0,0,live,live_cells_cycle_model,0.0045,1869.8816987842724,0.0,1.0,False,0.0,0.00021979189,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00017498202449571363,5.503406625769999,0.0,0.0,600.0,0.00017498206615010654,0.0,0.0,3.3857220000000006e-05,4.508370781400327e-06,0.010799189123807184,-3.3323514331341974e-05,0.00021979189,0.0,0.0,0.0,0.09998972612970534,5.0,0.0,0.0,600.0,0.09998974993221507,0.0,0.0,0.005,0.002576211781404081,6.170964989204942,-0.019042007786681532,0.1,0.0,0.0,0.0,629.999999999427,0.05,0.7468515000428528,3.6787,6.9505,6.9583485811,False,0.0098,12,1.0,-30.0,10.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0055,5.005753586078193,525.4083987417525,1,1.0,0.0,0.0,1.0,30.760496656893654,0.0,0.1,100000.0,0.0,0.0,0.0,0.0,542761485.2610087,0.0,38.0,0.0,10.0,1.0,1.0,1.0,23.97737205929685,-22.209119368771233,9.037111691996497,0.0,0.30779077560558943,4.7920543763,8.300224451957524,0.0,1.25,0.5652194500000001,1.0,,,865.7440933279051,1.0,0.75,488.5,135.0,1600.0,0.0,2395.290097526025,0.0,0.0,0.0,0.0,28,30,0,0.1092,0.2215,0.3765,0.2574,output00000040.xml,,,,,,,,,,
5,0.0193,0.0585,0.0,1.0,0.0,0.0,0.0,0.0,5.31667e-05,0.01,0.0,0.00209,0.0,0.0,4.0,100.0,0.4,10.0,1,0.000125,default,1.0,0,False,0.00017234323452645727,0,live,live_cells_cycle_model,0.0045,1954.0,0.0,1.0,False,0.0,0.00021979189,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001749808335056304,5.503406625769999,0.0,0.0,600.0,0.0001749808752023435,0.0,0.0,3.3857220000000006e-05,4.333981406731156e-06,0.010809283202092157,-3.3357370465267444e-05,0.00021979189,0.0,0.0,0.0,0.09998904520770102,5.0,0.0,0.0,600.0,0.09998906903439361,0.0,0.0,0.005,0.0024765607162249292,6.176733039805754,-0.019061354078103127,0.1,0.0,0.0,0.0,1601.9999999986935,0.05,0.75,3.6787,6.9505,6.9583485811,False,0.0098,12,1.0,-10.0,10.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0055,5.051670902881888,540.0,1,1.0,0.0,0.0,1.0,30.57955984422156,0.0,0.1,100000.0,0.0,0.0,0.0,0.0,1219519733.9301822,0.0,38.0,0.0,10.0,1.0,1.0,1.0,15.446269484324457,-6.909434788548147,13.814736764961307,0.0,0.3439279405929878,4.7920543763,8.412710547954227,0.0,1.25,0.5652194500000001,1.0,RSK -- cMYC -- TCF -- CCND1,False,889.3685284131697,1.0,0.75,488.5,135.0,1600.0,0.0,2494.0,0.0,0.0,0.0,0.0,29,30,0,0.1092,0.2215,0.3765,0.2574,output00000040.xml,True,,,,,True,True,True,,
15,0.0193,0.0585,0.0,1.0,0.0,0.0,0.0,0.0,5.31667e-05,0.01,0.0,0.00209,0.0,0.0,4.0,100.0,0.4,10.0,1,0.000125,default,1.0,0,False,0.0001733163220560685,0,live,live_cells_cycle_model,0.0045,1940.2931093994687,0.0,1.0,False,0.0,0.00021979189,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00017498200388923777,5.503406625769999,0.0,0.0,600.0,0.00017498204557974548,0.0,0.0,3.3857220000000006e-05,4.360547755342004e-06,0.0108078677586507,-3.3352406162659314e-05,0.00021979189,0.0,0.0,0.0,0.09998971422578318,5.0,0.0,0.0,600.0,0.0999897380489299,0.0,0.0,0.005,0.0024917414992711422,6.175924247103818,-0.019058517375790385,0.1,0.0,0.0,0.0,1043.9999999990505,0.05,0.7495248654954857,3.6787,6.9505,6.9583485811,False,0.0098,12,1.0,-10.0,30.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0055,5.046013464208381,538.1877698315907,1,1.0,0.0,0.0,1.0,30.723132555366682,0.0,0.1,100000.0,0.0,0.0,0.0,0.0,793658078.3002819,0.0,38.0,0.0,10.0,1.0,1.0,1.0,31.482838779137875,-14.64896467139656,27.867130667676626,0.0,0.2673802482367241,4.7920543763,8.39522463330239,0.0,1.25,0.5652194500000001,1.0,,,885.6752454482369,1.0,0.75,488.5,135.0,1600.0,0.0,2478.4808792310596,0.0,0.0,0.0,0.0,29,31,0,0.1092,0.2215,0.3765,0.2574,output00000040.xml,,,,,,,,,,
7,0.0193,0.0585,0.0,1.0,0.0,0.0,0.0,0.0,5.31667e-05,0.01,0.0,0.00209,0.0,0.0,4.0,100.0,0.4,10.0,1,0.000125,default,1.0,0,False,0.00017373642392185185,0,live,live_cells_cycle_model,0.0045,1954.0,0.0,1.0,False,0.0,0.00021979189,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00017498253923824362,5.503406625769999,0.0,0.0,600.0,0.00017498258093536317,0.0,0.0,3.3857220000000006e-05,4.33402357132848e-06,0.010809388363849757,-3.3357695652951353e-05,0.00021979189,0.0,0.0,0.0,0.09999002004609941,5.0,0.0,0.0,600.0,0.09999004387302432,0.0,0.0,0.005,0.002476584826084382,6.176793171653676,-0.019061539922750687,0.1,0.0,0.0,0.0,1601.9999999986935,0.05,0.75,3.6787,6.9505,6.9583485811,False,0.0098,12,1.0,30.0,10.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0055,5.051670902881888,540.0,1,1.0,0.0,0.0,1.0,30.78202802478419,0.0,0.1,100000.0,0.0,0.0,0.0,0.0,1228110271.032619,0.0,38.0,0.0,10.0,1.0,1.0,1.0,28.82042497168004,25.234839702575076,13.921916561076607,0.0,0.081304474638057,4.7920543763,8.412710547954227,0.0,1.25,0.5652194500000001,1.0,RSK -- cMYC -- TCF -- CCND1,False,889.3685284131697,1.0,0.75,488.5,135.0,1600.0,0.0,2494.0,0.0,0.0,0.0,0.0,31,30,0,0.1092,0.2215,0.3765,0.2574,output00000040.xml,True,,,,,True,True,True,,
8,0.0193,0.0585,0.0,1.0,0.0,0.0,0.0,0.0,5.31667e-05,0.01,0.0,0.00209,0.0,0.0,4.0,100.0,0.4,10.0,1,0.000125,default,1.0,0,False,0.0003479929132200121,0,live,live_cells_cycle_model,0.0045,1954.0,0.0,1.0,False,0.0,0.00021979189,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00017498259863298946,5.503406625769999,0.0,0.0,600.0,0.00017498264033012056,0.0,0.0,3.3857220000000006e-05,4.334035796421938e-06,0.010809418853325047,-3.3357704873488095e-05,0.00021979189,0.0,0.0,0.0,0.09999005414207368,5.0,0.0,0.0,600.0,0.0999900779690052,0.0,0.0,0.005,0.002476591814542532,6.176810600921291,-0.019061545221620523,0.1,0.0,0.0,0.0,1601.9999999986935,0.05,0.75,3.6787,6.9505,6.9583485811,False,0.0098,12,1.0,30.0,-10.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0055,5.051670902881888,540.0,1,1.0,0.0,0.0,1.0,30.803735371873,0.0,0.1,100000.0,0.0,0.0,0.0,0.0,1229632849.6301394,0.0,38.0,0.0,10.0,1.0,1.0,1.0,27.81919554250991,23.97001731911985,-14.11899112378422,0.0,0.0,4.7920543763,8.412710547954227,0.0,1.25,0.5652194500000001,1.0,RSK -- cMYC -- TCF -- CCND1,False,889.3685284131697,1.0,0.75,488.5,135.0,1600.0,0.0,2494.0,0.0,0.0,0.0,0.0,31,29,0,0.1092,0.2215,0.3765,0.2574,output00000040.xml,True,,,,,True,True,True,,
9,0.0193,0.0585,0.0,1.0,0.0,0.0,0.0,0.0,5.31667e-05,0.01,0.0,0.00209,0.0,0.0,4.0,100.0,0.4,10.0,1,0.000125,default,1.0,0,False,0.00017434031041943228,0,live,live_cells_cycle_model,0.0045,1869.8816987842724,0.0,1.0,False,0.0,0.00021979189,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00017498294447928294,5.503406625769999,0.0,0.0,600.0,0.00017498298613389474,0.0,0.0,3.3857220000000006e-05,4.508394982720028e-06,0.01079924709473965,-3.332368943530663e-05,0.00021979189,0.0,0.0,0.0,0.09999025199032342,5.0,0.0,0.0,600.0,0.09999027579295826,0.0,0.0,0.005,0.0025762256275262286,6.170998155685078,-0.019042107873246353,0.1,0.0,0.0,0.0,629.999999999427,0.05,0.7468515000428528,3.6787,6.9505,6.9583485811,False,0.0098,12,1.0,-30.0,30.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0055,5.005753586078193,525.4083987417525,1,1.0,0.0,0.0,1.0,30.873413704234117,0.0,0.1,100000.0,0.0,0.0,0.0,0.0,544508374.9881568,0.0,38.0,0.0,10.0,1.0,1.0,1.0,37.54445684491582,-29.72176924032249,22.939107938295383,0.0,0.17700595434086958,4.7920543763,8.300224451957524,0.0,1.25,0.5652194500000001,1.0,RSK -- cMYC -- TCF -- CCND1,False,865.7440933279051,1.0,0.75,488.5,135.0,1600.0,0.0,2395.290097526025,0.0,0.0,0.0,0.0,28,31,0,0.1092,0.2215,0.3765,0.2574,output00000040.xml,True,,,,,True,True,True,,
10,0.0193,0.0585,0.0,1.0,0.0,0.0,0.0,0.0,5.31667e-05,0.01,0.0,0.00209,0.0,0.0,4.0,100.0,0.4,10.0,2,0.00025,default,1.0,0,False,0.001937984496124031,0,apoptotic,apoptosis_death_model,0.0166667,240.60312873307475,0.0,1.0,True,0.0,0.00021979189,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001749823658529877,5.503406625769999,0.0,0.0,600.0,0.0001749817945243278,0.0,0.0,3.3857220000000006e-05,3.5566160787686155e-06,0.008870535595513202,0.0,0.00021979189,0.0,0.0,0.0,0.09998992126189386,5.0,0.0,0.0,600.0,0.09998959288904455,0.0,0.0,0.005,0.002032351932464882,5.0688772024537245,0.0,0.1,0.0,0.0,0.0,59.99999999994543,0.05,0.20810811704050267,3.6787,6.9505,6.9583485811,False,0.0098,12,1.0,-30.0,-10.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00583333,3.0775758948041076,122.09979207166433,1,1.0,0.0,0.0,1.0,30.75358754398743,0.0,0.1,100000.0,0.0,0.0,0.0,0.0,1180583941.8595018,0.0,38.0,0.0,1.0,1.0,1.0,1.0,29.577255410275857,-25.988686849274778,-14.120984153203509,0.0,0.0,4.7920543763,4.42405802592513,0.0,1.25,0.5652194500000001,1.0,RSK -- cMYC -- TCF -- CCND1,False,245.95264258241258,1.0,0.0,0.0,0.0,1600.0,0.0,362.70292080473905,0.0,0.0,0.0,0.0,28,29,0,0.1092,0.2215,0.3765,0.2574,output00000040.xml,True,,,,,True,True,True,,
11,0.0193,0.0585,0.0,1.0,0.0,0.0,0.0,0.0,5.31667e-05,0.01,0.0,0.00209,0.0,0.0,4.0,100.0,0.4,10.0,1,0.000125,default,1.0,0,False,0.00017347810539217328,0,live,live_cells_cycle_model,0.0045,1954.0,0.0,1.0,False,0.0,0.00021979189,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00017498232119301355,5.503406625769999,0.0,0.0,600.0,0.0001749823628900821,0.0,0.0,3.3857220000000006e-05,4.334014303798388e-06,0.010809365250221598,-3.3357654841913834e-05,0.00021979189,0.0,0.0,0.0,0.09998989542144363,5.0,0.0,0.0,600.0,0.09998991924833937,0.0,0.0,0.005,0.002476579528306932,6.17677995876346,-0.019061516597205338,0.1,0.0,0.0,0.0,1601.9999999986935,0.05,0.75,3.6787,6.9505,6.9583485811,False,0.0098,12,1.0,10.0,30.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0055,5.051670902881888,540.0,1,1.0,0.0,0.0,1.0,30.747121874993553,0.0,0.1,100000.0,0.0,0.0,0.0,0.0,1227253406.9055386,0.0,38.0,0.0,10.0,1.0,1.0,1.0,27.71953910469997,1.2835110087145019,27.6898076495215,0.0,0.2645762819041691,4.7920543763,8.412710547954227,0.0,1.25,0.5652194500000001,1.0,RSK -- cMYC -- TCF -- CCND1,False,889.3685284131697,1.0,0.75,488.5,135.0,1600.0,0.0,2494.0,0.0,0.0,0.0,0.0,30,31,0,0.1092,0.2215,0.3765,0.2574,output00000040.xml,True,,,,,True,True,True,,
12,0.0193,0.0585,0.0,1.0,0.0,0.0,0.0,0.0,5.31667e-05,0.01,0.0,0.00209,0.0,0.0,4.0,100.0,0.4,10.0,1,0.000125,default,1.0,0,False,0.000176583208946946,0,live,live_cells_cycle_model,0.0045,1219.2604839542719,0.0,1.0,False,0.0,0.00021979189,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001749826035461221,5.503406625769999,0.0,0.0,600.0,0.00017498264515544983,0.0,0.0,3.3857220000000006e-05,4.693382476788444e-06,0.0073746626474557216,-3.328746216871018e-05,0.00021979189,0.0,0.0,0.0,0.09999005709677668,5.0,0.0,0.0,600.0,0.09999008087353488,0.0,0.0,0.005,0.0026819327592671606,4.214092808455515,-0.019021406564976712,0.1,0.0,0.0,0.0,113.99999999989632,0.05,0.7182966757550523,3.6787,6.9505,6.9583485811,False,0.0098,12,1.0,10.0,-30.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0055,4.379932848099353,351.9581007880673,1,1.0,0.0,0.0,1.0,31.19638989602278,0.0,0.1,100000.0,0.0,0.0,0.0,0.0,621135005.3369508,0.0,38.0,0.0,10.0,1.0,1.0,1.0,21.46156122503826,2.2843734774958304,-21.339640297609968,0.0,0.101499104759894,4.7920543763,7.211893964139179,0.0,1.25,0.5652194500000001,1.0,RSK -- cMYC -- TCF -- CCND1,False,653.5947114122117,1.0,0.75,488.5,135.0,1600.0,0.0,1571.2185847423393,0.0,0.0,0.0,0.0,30,28,0,0.1092,0.2215,0.3765,0.2574,output00000040.xml,True,,,,,True,True,True,,
14,0.0193,0.0585,0.0,1.0,0.0,0.0,0.0,0.0,5.31667e-05,0.01,0.0,0.00209,0.0,0.0,4.0,100.0,0.4,10.0,2,0.00025,default,1.0,0,False,0.0,0,live,live_cells_cycle_model,0.0045,1949.7057015523787,0.0,1.0,False,0.0,0.00021979189,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001749823658529877,5.503406625769999,0.0,0.0,600.0,0.00017498240754806936,0.0,0.0,3.3857220000000006e-05,4.342190454167045e-06,0.010808897493443714,-3.3356065330392304e-05,0.00021979189,0.0,0.0,0.0,0.09998992126189386,5.0,0.0,0.0,600.0,0.09998994508765434,0.0,0.0,0.005,0.002481251566875657,6.176512551652716,-0.019060608376807557,0.1,0.0,0.0,0.0,1259.999999998854,0.05,0.7498540759074553,3.6787,6.9505,6.9583485811,False,0.0098,12,1.0,-30.0,-10.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0055,5.050081583789055,539.4904879924206,1,1.0,0.0,0.0,1.0,30.75358754398743,0.0,0.1,100000.0,0.0,0.0,0.0,0.0,987779872.5457463,0.0,38.0,0.0,10.0,1.0,1.0,1.0,34.373188555998425,-34.34690440458222,-1.3439677558304204,0.0,0.07108531808043668,4.7920543763,8.407305704081407,0.0,1.25,0.5652194500000001,1.0,,,888.2261251674464,1.0,0.75,488.5,135.0,1600.0,0.0,2489.1961895447994,0.0,0.0,0.0,0.0,28,29,0,0.1092,0.2215,0.3765,0.2574,output00000040.xml,,,,,,,,,,
17,0.0193,0.0585,0.0,1.0,0.0,0.0,0.0,0.0,5.31667e-05,0.01,0.0,0.00209,0.0,0.0,4.0,100.0,0.4,10.0,1,0.000125,default,1.0,0,False,0.00017652280604713372,0,live,live_cells_cycle_model,0.0045,1219.2604839542719,0.0,1.0,False,0.0,0.00021979189,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00017498255023317392,5.503406625769999,0.0,0.0,600.0,0.00017498259184248953,0.0,0.0,3.3857220000000006e-05,4.693378773576209e-06,0.007374656828802859,-3.328745247119558e-05,0.00021979189,0.0,0.0,0.0,0.09999002666791072,5.0,0.0,0.0,600.0,0.09999005044466201,0.0,0.0,0.005,0.002681930640198515,4.214089478880138,-0.01902140103108971,0.1,0.0,0.0,0.0,113.99999999989632,0.05,0.7182966757550523,3.6787,6.9505,6.9583485811,False,0.0098,12,1.0,-10.0,-30.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0055,4.379932848099353,351.9581007880673,1,1.0,0.0,0.0,1.0,31.187750545339835,0.0,0.1,100000.0,0.0,0.0,0.0,0.0,621092136.2053219,0.0,38.0,0.0,10.0,1.0,1.0,1.0,34.167536899385766,-2.709743086376902,-34.05991588622498,0.0,0.101499104759894,4.7920543763,7.211893964139179,0.0,1.25,0.5652194500000001,1.0,RSK -- cMYC -- TCF -- CCND1,False,653.5947114122117,1.0,0.75,488.5,135.0,1600.0,0.0,1571.2185847423393,0.0,0.0,0.0,0.0,29,28,0,0.1092,0.2215,0.3765,0.2574,output00000040.xml,True,,,,,True,True,True,,
0,0.0193,0.0585,0.0,1.0,0.0,0.0,0.0,0.0,5.31667e-05,0.01,0.0,0.00209,0.0,0.0,4.0,100.0,0.4,10.0,1,0.000125,default,1.0,0,False,0.00017261562918398048,0,live,live_cells_cycle_model,0.0045,1954.0,0.0,1.0,False,0.0,0.00021979189,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00017498060314092466,5.503406625769999,0.0,0.0,600.0,0.00017498064470706257,0.0,0.0,3.3857220000000006e-05,4.868139519170543e-06,0.012141472489914568,-3.32529103232534e-05,0.00021979189,0.0,0.0,0.0,0.09998891368907012,5.0,0.0,0.0,600.0,0.09998893744114837,0.0,0.0,0.005,0.002781793910751026,6.937984030038999,-0.019001662593973703,0.1,0.0,0.0,0.0,1643.9999999986553,0.05,0.75,3.6787,6.9505,6.9583485811,False,0.0098,12,1.0,10.0,-10.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0055,5.051670902881888,540.0,1,1.0,0.0,0.0,1.0,30.63667574353087,0.0,0.1,100000.0,0.0,0.0,0.0,0.0,1250938364.6798303,0.0,38.0,0.0,10.0,1.0,1.0,1.0,1.238389019164391,1.2380448254249208,-0.029195428161261895,0.0,0.25987792471762655,4.7920543763,8.412710547954227,0.0,1.25,0.5792469166666667,1.0,RSK -- cMYC -- TCF -- CCND1,False,889.3685284131697,1.0,0.75,488.5,135.0,1640.0,0.0,2494.0,0.0,0.0,0.0,0.0,30,29,0,0.1092,0.2215,0.3765,0.2574,output00000041.xml,True,,,,,True,True,True,,
