referrer,views_total,views_unique
Google,38,12
physiboss.github.io,15,8
cn.bing.com,5,2
github.com,4,2
chatgpt.com,2,2
statics.teams.cdn.office.net,2,1
www-nature-com.proxy.insermbiblio.inist.fr,1,1
