time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-12 00:00:00+00:00,8,3,5,2
2026-07-13 00:00:00+00:00,2,2,1,1
2026-07-14 00:00:00+00:00,9,5,2,2
2026-07-15 00:00:00+00:00,15,6,1,1
2026-07-16 00:00:00+00:00,14,4,7,5
2026-07-17 00:00:00+00:00,5,5,4,4
2026-07-18 00:00:00+00:00,15,6,3,3
2026-07-19 00:00:00+00:00,25,10,2,2
2026-07-20 00:00:00+00:00,3,3,10,4
2026-07-21 00:00:00+00:00,23,10,0,0
2026-07-22 00:00:00+00:00,24,11,0,0
2026-07-23 00:00:00+00:00,11,6,6,4
2026-07-24 00:00:00+00:00,19,8,3,3
2026-07-25 00:00:00+00:00,4,3,3,2
