time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-12 00:00:00+00:00,2.0,1.0,33,6
2024-11-13 00:00:00+00:00,,,16,5
2024-11-14 00:00:00+00:00,3.0,1.0,3,3
2024-11-15 00:00:00+00:00,2.0,1.0,3,3
2024-11-16 00:00:00+00:00,3.0,1.0,2,1
2024-11-17 00:00:00+00:00,,,11,2
2024-11-18 00:00:00+00:00,,,8,4
2024-11-19 00:00:00+00:00,1.0,1.0,26,2
2024-11-20 00:00:00+00:00,4.0,2.0,16,6
2024-11-21 00:00:00+00:00,1.0,1.0,20,5
2024-11-22 00:00:00+00:00,2.0,1.0,15,6
2024-11-24 00:00:00+00:00,5.0,2.0,4,1
2024-11-25 00:00:00+00:00,,,5,2
