referrer,views_total,views_unique
Google,23,11
github.com,12,4
b2drop-onlyoffice.bsc.es,9,1
physiboss.github.io,4,4
nature.com,4,1
DuckDuckGo,2,1
Baidu,1,1
bio.tools,1,1
chatgpt.com,1,1
