time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-01 00:00:00+00:00,9.0,3.0,1,1
2025-06-02 00:00:00+00:00,9.0,3.0,3,2
2025-06-03 00:00:00+00:00,582.0,10.0,1,1
2025-06-04 00:00:00+00:00,17.0,5.0,2,1
2025-06-05 00:00:00+00:00,265.0,10.0,7,3
2025-06-06 00:00:00+00:00,330.0,10.0,1,1
2025-06-07 00:00:00+00:00,13.0,4.0,1,1
2025-06-08 00:00:00+00:00,12.0,3.0,1,1
2025-06-09 00:00:00+00:00,12.0,4.0,21,5
2025-06-10 00:00:00+00:00,109.0,6.0,3,2
2025-06-11 00:00:00+00:00,13.0,7.0,16,5
2025-06-12 00:00:00+00:00,11.0,5.0,1,1
2025-06-13 00:00:00+00:00,13.0,7.0,26,3
2025-06-14 00:00:00+00:00,,,1,1
