time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-09 00:00:00+00:00,6,2,31,2
2026-08-10 00:00:00+00:00,1,1,5,3
2026-08-11 00:00:00+00:00,14,5,3,3
2026-08-12 00:00:00+00:00,8,3,3,2
2026-08-13 00:00:00+00:00,10,5,7,2
2026-08-14 00:00:00+00:00,1,1,20,6
2026-08-15 00:00:00+00:00,1,1,0,0
2026-08-16 00:00:00+00:00,1,1,1,1
2026-08-17 00:00:00+00:00,4,4,7,3
2026-08-18 00:00:00+00:00,1,1,6,5
2026-08-19 00:00:00+00:00,3,2,8,3
2026-08-20 00:00:00+00:00,9,5,3,1
2026-08-21 00:00:00+00:00,1,1,3,3
2026-08-22 00:00:00+00:00,1,1,2,2
