referrer,views_total,views_unique
physiboss.github.io,19,5
Google,10,6
github.com,5,3
nature.com,2,2
web.telegram.org,2,1
arnaumontagud.netlify.app,2,1
catalyzex.com,2,1
curie.fr,1,1
