time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-08 00:00:00+00:00,1.0,1.0,3.0,2.0
2024-03-09 00:00:00+00:00,2.0,2.0,,
2024-03-10 00:00:00+00:00,1.0,1.0,1.0,1.0
2024-03-11 00:00:00+00:00,5.0,4.0,20.0,4.0
2024-03-12 00:00:00+00:00,2.0,2.0,29.0,3.0
2024-03-13 00:00:00+00:00,1.0,1.0,4.0,4.0
2024-03-14 00:00:00+00:00,32.0,2.0,15.0,2.0
2024-03-15 00:00:00+00:00,2.0,2.0,36.0,7.0
2024-03-16 00:00:00+00:00,1.0,1.0,6.0,2.0
2024-03-17 00:00:00+00:00,1.0,1.0,38.0,1.0
2024-03-18 00:00:00+00:00,4.0,3.0,14.0,2.0
2024-03-19 00:00:00+00:00,156.0,2.0,67.0,5.0
2024-03-20 00:00:00+00:00,36.0,4.0,36.0,6.0
2024-03-21 00:00:00+00:00,,,104.0,10.0
