time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-18 00:00:00+00:00,4.0,3.0,14,2
2024-03-19 00:00:00+00:00,156.0,2.0,67,5
2024-03-20 00:00:00+00:00,36.0,4.0,36,6
2024-03-21 00:00:00+00:00,1.0,1.0,104,10
2024-03-22 00:00:00+00:00,35.0,4.0,60,8
2024-03-23 00:00:00+00:00,1.0,1.0,15,2
2024-03-24 00:00:00+00:00,1.0,1.0,10,2
2024-03-25 00:00:00+00:00,1.0,1.0,70,5
2024-03-26 00:00:00+00:00,1.0,1.0,47,5
2024-03-27 00:00:00+00:00,112.0,2.0,123,5
2024-03-28 00:00:00+00:00,35.0,2.0,148,5
2024-03-29 00:00:00+00:00,184.0,3.0,17,4
2024-03-30 00:00:00+00:00,42.0,4.0,27,2
2024-03-31 00:00:00+00:00,,,17,5
