referrer,views_total,views_unique
Google,55,24
physiboss.github.io,27,10
oup.silverchair-cdn.com,19,1
nature.com,8,2
github.com,6,3
garnatxart.uv.es,4,1
curie.fr,3,1
permedcoe.eu,2,1
sciencedirect.com,1,1
search.brave.com,1,1
