referrer,views_total,views_unique
Google,42,21
physiboss.github.io,40,11
oup.silverchair-cdn.com,19,1
nature.com,8,2
github.com,5,2
curie.fr,4,1
garnatxart.uv.es,3,1
permedcoe.eu,2,1
sciencedirect.com,1,1
search.brave.com,1,1
