time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-10 00:00:00+00:00,47,7,72,4
2024-06-11 00:00:00+00:00,37,2,47,3
2024-06-12 00:00:00+00:00,5,2,21,4
2024-06-13 00:00:00+00:00,34,3,45,7
2024-06-14 00:00:00+00:00,36,1,52,5
2024-06-15 00:00:00+00:00,1,1,4,1
2024-06-16 00:00:00+00:00,39,2,11,2
2024-06-17 00:00:00+00:00,6,3,15,2
2024-06-18 00:00:00+00:00,1,1,20,4
2024-06-19 00:00:00+00:00,5,2,7,3
2024-06-20 00:00:00+00:00,1,1,24,2
2024-06-21 00:00:00+00:00,4,2,20,4
2024-06-22 00:00:00+00:00,1,1,16,3
