time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-05 00:00:00+00:00,10,4,,
2025-07-06 00:00:00+00:00,12,6,1.0,1.0
2025-07-07 00:00:00+00:00,15,9,23.0,6.0
2025-07-08 00:00:00+00:00,11,5,9.0,2.0
2025-07-09 00:00:00+00:00,11,5,3.0,3.0
2025-07-10 00:00:00+00:00,11,4,14.0,2.0
2025-07-11 00:00:00+00:00,14,8,30.0,7.0
2025-07-12 00:00:00+00:00,8,2,1.0,1.0
2025-07-13 00:00:00+00:00,12,6,1.0,1.0
2025-07-14 00:00:00+00:00,9,3,13.0,4.0
2025-07-15 00:00:00+00:00,10,4,8.0,3.0
2025-07-16 00:00:00+00:00,183,3,3.0,2.0
2025-07-17 00:00:00+00:00,10,4,27.0,8.0
2025-07-18 00:00:00+00:00,391,4,8.0,6.0
