referrer,views_total,views_unique
Google,26,10
physiboss.github.io,15,5
github.com,10,2
paperswithcode.com,8,1
zenodo.org,2,1
ecosia.org,1,1
Bing,1,1
mendeley.com,1,1
bio.tools,1,1
nature.com,1,1
