time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-14 00:00:00+00:00,32,2,15,2
2024-03-15 00:00:00+00:00,2,2,36,7
2024-03-16 00:00:00+00:00,1,1,6,2
2024-03-17 00:00:00+00:00,1,1,38,1
2024-03-18 00:00:00+00:00,4,3,14,2
2024-03-19 00:00:00+00:00,156,2,67,5
2024-03-20 00:00:00+00:00,36,4,36,6
2024-03-21 00:00:00+00:00,1,1,104,10
2024-03-22 00:00:00+00:00,35,4,60,8
2024-03-23 00:00:00+00:00,1,1,15,2
2024-03-24 00:00:00+00:00,1,1,10,2
2024-03-25 00:00:00+00:00,1,1,70,5
2024-03-26 00:00:00+00:00,1,1,47,5
2024-03-27 00:00:00+00:00,111,1,123,5
