referrer,views_total,views_unique
physiboss.github.io,111,28
github.com,24,4
Google,16,12
nature.com,6,3
en.wikipedia.org,5,1
DuckDuckGo,2,1
ecosia.org,1,1
biorxiv.org,1,1
