time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-04 00:00:00+00:00,17,5,2,1
2025-06-05 00:00:00+00:00,265,10,7,3
2025-06-06 00:00:00+00:00,330,10,1,1
2025-06-07 00:00:00+00:00,13,4,1,1
2025-06-08 00:00:00+00:00,12,3,1,1
2025-06-09 00:00:00+00:00,12,4,21,5
2025-06-10 00:00:00+00:00,109,6,3,2
2025-06-11 00:00:00+00:00,13,7,16,5
2025-06-12 00:00:00+00:00,11,5,1,1
2025-06-13 00:00:00+00:00,13,7,26,3
2025-06-14 00:00:00+00:00,8,2,1,1
2025-06-15 00:00:00+00:00,10,4,10,3
2025-06-16 00:00:00+00:00,13,7,3,1
2025-06-17 00:00:00+00:00,2,2,4,3
