time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-02 00:00:00+00:00,16,7,0,0
2026-08-03 00:00:00+00:00,0,0,17,10
2026-08-04 00:00:00+00:00,22,8,7,7
2026-08-05 00:00:00+00:00,3,3,4,3
2026-08-06 00:00:00+00:00,8,3,34,4
2026-08-07 00:00:00+00:00,4,3,1,1
2026-08-08 00:00:00+00:00,3,2,1,1
2026-08-09 00:00:00+00:00,6,2,31,2
2026-08-10 00:00:00+00:00,1,1,5,3
2026-08-11 00:00:00+00:00,14,5,3,3
2026-08-12 00:00:00+00:00,8,3,3,2
2026-08-13 00:00:00+00:00,10,5,7,2
2026-08-14 00:00:00+00:00,1,1,20,6
2026-08-15 00:00:00+00:00,1,1,0,0
