referrer,views_total,views_unique
Google,38,17
physiboss.github.io,26,6
github.com,11,2
nature.com,8,2
curie.fr,4,1
oup.silverchair-cdn.com,2,1
garnatxart.uv.es,2,1
permedcoe.eu,2,1
sciencedirect.com,1,1
search.brave.com,1,1
