time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-10 00:00:00+00:00,1.0,1.0,1,1
2024-03-11 00:00:00+00:00,5.0,4.0,20,4
2024-03-12 00:00:00+00:00,2.0,2.0,29,3
2024-03-13 00:00:00+00:00,1.0,1.0,4,4
2024-03-14 00:00:00+00:00,32.0,2.0,15,2
2024-03-15 00:00:00+00:00,2.0,2.0,36,7
2024-03-16 00:00:00+00:00,1.0,1.0,6,2
2024-03-17 00:00:00+00:00,1.0,1.0,38,1
2024-03-18 00:00:00+00:00,4.0,3.0,14,2
2024-03-19 00:00:00+00:00,156.0,2.0,67,5
2024-03-20 00:00:00+00:00,36.0,4.0,36,6
2024-03-21 00:00:00+00:00,1.0,1.0,104,10
2024-03-22 00:00:00+00:00,35.0,4.0,60,8
2024-03-23 00:00:00+00:00,,,15,2
