referrer,views_total,views_unique
Google,60,6
ecosia.org,16,1
physiboss.github.io,11,4
chat.ai.jh.edu,10,1
github.com,2,2
Yahoo,1,1
bio.tools,1,1
hanami-project.com,1,1
