time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-23 00:00:00+00:00,11,5,,
2025-08-24 00:00:00+00:00,9,3,,
2025-08-25 00:00:00+00:00,8,2,3.0,2.0
2025-08-26 00:00:00+00:00,104,7,2.0,2.0
2025-08-27 00:00:00+00:00,8,2,1.0,1.0
2025-08-28 00:00:00+00:00,11,4,5.0,2.0
2025-08-29 00:00:00+00:00,430,11,,
2025-08-30 00:00:00+00:00,8,2,,
2025-08-31 00:00:00+00:00,12,6,1.0,1.0
2025-09-01 00:00:00+00:00,10,4,2.0,2.0
2025-09-02 00:00:00+00:00,12,6,10.0,4.0
2025-09-03 00:00:00+00:00,2,2,7.0,2.0
2025-09-04 00:00:00+00:00,3,3,9.0,4.0
2025-09-05 00:00:00+00:00,1,1,2.0,1.0
