referrer,views_total,views_unique
physiboss.github.io,45,11
Google,28,9
paperswithcode.com,8,1
academic.oup.com,3,1
zenodo.org,2,1
en.wikipedia.org,2,1
github.com,2,1
bio.tools,1,1
