referrer,views_total,views_unique
Google,52,22
oup.silverchair-cdn.com,19,1
physiboss.github.io,18,8
nature.com,8,2
github.com,6,3
garnatxart.uv.es,4,1
curie.fr,3,1
permedcoe.eu,2,1
search.brave.com,1,1
institut-curie.org,1,1
