time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-29 00:00:00+00:00,17,8,3,1
2026-06-30 00:00:00+00:00,20,10,8,3
2026-07-01 00:00:00+00:00,3,2,3,2
2026-07-02 00:00:00+00:00,15,6,11,7
2026-07-03 00:00:00+00:00,17,8,29,4
2026-07-04 00:00:00+00:00,18,5,6,3
2026-07-05 00:00:00+00:00,15,6,7,3
2026-07-06 00:00:00+00:00,23,10,16,3
2026-07-07 00:00:00+00:00,23,9,23,9
2026-07-08 00:00:00+00:00,1,1,7,6
2026-07-09 00:00:00+00:00,12,7,1,1
2026-07-10 00:00:00+00:00,11,6,3,3
2026-07-11 00:00:00+00:00,7,4,1,1
2026-07-12 00:00:00+00:00,8,3,5,2
