referrer,views_total,views_unique
Google,38,18
physiboss.github.io,34,8
oup.silverchair-cdn.com,19,1
github.com,15,3
nature.com,8,2
curie.fr,4,1
garnatxart.uv.es,2,1
permedcoe.eu,2,1
sciencedirect.com,1,1
search.brave.com,1,1
