27	30	5
104	61	5
92	31	5
27	32	5
110	55	5
57	26	5
115	64	5
73	64	5
108	29	5
17	40	5
15	60	5
113	66	5
105	66	5
107	66	5
71	62	5
123	56	5
120	37	5
114	27	5
17	26	5
100	31	5
22	55	5
117	66	5
112	75	5
111	66	5
84	67	5
75	64	5
27	34	5
91	54	5
111	28	5
33	30	5
74	63	5
102	29	5
108	65	5
112	53	5
20	33	5
84	55	5
102	23	5
78	7	5
109	58	5
110	57	5
106	59	5
80	43	5
110	65	5
68	63	5
110	29	5
117	30	5
14	61	5
76	65	5
16	27	5
114	63	5
94	61	5
78	27	5
56	25	5
106	67	5
15	26	5
34	61	5
93	70	5
83	48	5
75	40	5
53	20	5
119	6	5
108	57	5
87	56	5
109	66	5
94	69	5
26	35	5
110	19	5
99	68	5
123	72	5
24	27	5
106	5	5
82	65	5
27	30	6
104	61	6
92	31	6
27	32	6
110	55	6
57	26	6
115	64	6
73	64	6
108	29	6
17	40	6
15	60	6
113	66	6
105	66	6
107	66	6
71	62	6
123	56	6
120	37	6
114	27	6
17	26	6
100	31	6
22	55	6
117	66	6
112	75	6
111	66	6
84	67	6
75	64	6
27	34	6
91	54	6
111	28	6
33	30	6
74	63	6
102	29	6
108	65	6
112	53	6
20	33	6
84	55	6
102	23	6
78	7	6
109	58	6
110	57	6
106	59	6
80	43	6
110	65	6
68	63	6
110	29	6
117	30	6
14	61	6
76	65	6
16	27	6
114	63	6
94	61	6
78	27	6
56	25	6
106	67	6
15	26	6
34	61	6
93	70	6
83	48	6
75	40	6
53	20	6
119	6	6
108	57	6
87	56	6
109	66	6
94	69	6
26	35	6
110	19	6
99	68	6
123	72	6
24	27	6
106	5	6
82	65	6
27	30	7
104	61	7
92	31	7
27	32	7
110	55	7
57	26	7
115	64	7
73	64	7
108	29	7
17	40	7
15	60	7
113	66	7
105	66	7
107	66	7
71	62	7
123	56	7
120	37	7
114	27	7
17	26	7
100	31	7
22	55	7
117	66	7
112	75	7
111	66	7
84	67	7
75	64	7
27	34	7
91	54	7
111	28	7
33	30	7
74	63	7
102	29	7
108	65	7
112	53	7
20	33	7
84	55	7
102	23	7
78	7	7
109	58	7
110	57	7
106	59	7
80	43	7
110	65	7
68	63	7
110	29	7
117	30	7
14	61	7
76	65	7
16	27	7
114	63	7
94	61	7
78	27	7
56	25	7
106	67	7
15	26	7
34	61	7
93	70	7
83	48	7
75	40	7
53	20	7
119	6	7
108	57	7
87	56	7
109	66	7
94	69	7
26	35	7
110	19	7
99	68	7
123	72	7
24	27	7
106	5	7
82	65	7
27	30	8
104	61	8
92	31	8
27	32	8
110	55	8
57	26	8
115	64	8
73	64	8
108	29	8
17	40	8
15	60	8
113	66	8
105	66	8
107	66	8
71	62	8
123	56	8
120	37	8
114	27	8
17	26	8
100	31	8
22	55	8
117	66	8
112	75	8
111	66	8
84	67	8
75	64	8
27	34	8
91	54	8
111	28	8
33	30	8
74	63	8
102	29	8
108	65	8
112	53	8
20	33	8
84	55	8
102	23	8
78	7	8
109	58	8
110	57	8
106	59	8
80	43	8
110	65	8
68	63	8
110	29	8
117	30	8
14	61	8
76	65	8
16	27	8
114	63	8
94	61	8
78	27	8
56	25	8
106	67	8
15	26	8
34	61	8
93	70	8
83	48	8
75	40	8
53	20	8
119	6	8
108	57	8
87	56	8
109	66	8
94	69	8
26	35	8
110	19	8
99	68	8
123	72	8
24	27	8
106	5	8
82	65	8
27	30	9
104	61	9
92	31	9
27	32	9
110	55	9
57	26	9
115	64	9
73	64	9
108	29	9
17	40	9
15	60	9
113	66	9
105	66	9
107	66	9
71	62	9
123	56	9
120	37	9
114	27	9
17	26	9
100	31	9
22	55	9
117	66	9
112	75	9
111	66	9
84	67	9
75	64	9
27	34	9
91	54	9
111	28	9
33	30	9
74	63	9
102	29	9
108	65	9
112	53	9
20	33	9
84	55	9
102	23	9
78	7	9
109	58	9
110	57	9
106	59	9
80	43	9
110	65	9
68	63	9
110	29	9
117	30	9
14	61	9
76	65	9
16	27	9
114	63	9
94	61	9
78	27	9
56	25	9
106	67	9
15	26	9
34	61	9
93	70	9
83	48	9
75	40	9
53	20	9
119	6	9
108	57	9
87	56	9
109	66	9
94	69	9
26	35	9
110	19	9
99	68	9
123	72	9
24	27	9
106	5	9
82	65	9
