13	17	5
13	17	6
13	17	7
13	17	8
13	17	9
13	67	5
13	67	6
13	67	7
13	67	8
13	67	9
63	17	5
63	17	6
63	17	7
63	17	8
63	17	9
63	67	5
63	67	6
63	67	7
63	67	8
63	67	9
113	17	5
113	17	6
113	17	7
113	17	8
113	17	9
113	67	5
113	67	6
113	67	7
113	67	8
113	67	9
