55	4	4
55	4	5
55	4	6
55	4	7
55	4	8
55	4	9
55	4	10
55	4	11
55	4	12
55	4	13
55	5	4
55	5	5
55	5	6
55	5	7
55	5	8
55	5	9
55	5	10
55	5	11
55	5	12
55	5	13
55	6	4
55	6	5
55	6	6
55	6	7
55	6	8
55	6	9
55	6	10
55	6	11
55	6	12
55	6	13
55	7	4
55	7	5
55	7	6
55	7	7
55	7	8
55	7	9
55	7	10
55	7	11
55	7	12
55	7	13
55	8	4
55	8	5
55	8	6
55	8	7
55	8	8
55	8	9
55	8	10
55	8	11
55	8	12
55	8	13
55	9	4
55	9	5
55	9	6
55	9	7
55	9	8
55	9	9
55	9	10
55	9	11
55	9	12
55	9	13
55	10	4
55	10	5
55	10	6
55	10	7
55	10	8
55	10	9
55	10	10
55	10	11
55	10	12
55	10	13
55	11	4
55	11	5
55	11	6
55	11	7
55	11	8
55	11	9
55	11	10
55	11	11
55	11	12
55	11	13
55	12	4
55	12	5
55	12	6
55	12	7
55	12	8
55	12	9
55	12	10
55	12	11
55	12	12
55	12	13
55	13	4
55	13	5
55	13	6
55	13	7
55	13	8
55	13	9
55	13	10
55	13	11
55	13	12
55	13	13
